indeks,Komentar_bersih,Label_Validator,Detected_Lang
51004,ngmong asli gimanaa,0.0,tl
51005,aak au uwehh,0.0,so
51007,mention_user the creator,0.0,en
51008,uweess sam uwesss,0.0,af
51009,auu auu auu auu,0.0,sw
51010,mention_user nr,0.0,cy
51012,makanya anjir emoji_loudly_crying_face,0.0,sw
51013,hahu hoheng,0.0,cy
51015,mention_user astagfirullah emoji_pensive_face emoji_broken_heart emoji_loudly_crying_face,0.0,et
51016,mention_user anak baeq emoji_squinting_face_with_tongue emoji_hand_with_fingers_splayed_light_skin_tone bunszzx emoji_loudly_crying_face,0.0,hu
51017,vtnya yg mana mbakk emoji_loudly_crying_face,0.0,sw
51019,kalo pas sidang ngomongnya gimana ya,0.0,tl
51021,pake subtitle mb,0.0,et
51022,mention_user azzahrah,0.0,hu
51023,ngakak bgttt emoji_loudly_crying_face,0.0,tl
51026,mention_user zuhrami,0.0,de
51027,ya tinggal ngomong knp harus dipikir dan ditanya ngomongnya gimana layaknya kita ngomong aja,0.0,tl
51030,enak ya kaya nonton bioskop,0.0,tl
51031,enak dong ky bioskop,0.0,tl
51032,lewat bluetooth paling,0.0,en
51033,kamu nanya kamu bertanya tanya,0.0,sw
51034,au au a,0.0,cy
51035,wehhh emoji_loudly_crying_face,0.0,de
51036,nyant a i a ja,0.0,hu
51037,mention_user notif aman kak emoji_loudly_crying_face,0.0,tl
51039,astagaaa momyy emoji_loudly_crying_face jadi ikut mikirin juga inii,0.0,et
51040,akwkwkwkwkk ko ad km,0.0,sw
51044,au au au au au emoji_beaming_face_with_smiling_eyes,0.0,cy
51045,hihang hiheng hanac emoji_flushed_face,0.0,tl
51046,anjjj emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face mention_user,0.0,hr
51047,ga ikut ikut emoji_loudly_crying_face emoji_folded_hands_light_skin_tone,0.0,sw
51049,yaampun mbk ak ngik ngik emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,tl
51050,wkwkw iya juga ya emoji_grinning_face_with_sweat,0.0,sw
51053,ngomongnya gini aeee ae aaeee aaa,0.0,tl
51054,eh iya jga emoji_face_with_tears_of_joy,0.0,so
51057,mention_user plis emoji_moai,0.0,lt
51062,nakk nak nini nuu nuakkk,0.0,sw
51064,uu aa,0.0,so
51065,ble ble au au ee gtu emoji_loudly_crying_face,0.0,fr
51067,ae ae ae nualll,0.0,cy
51068,hehe iya juga,0.0,so
51069,mention_user armstrong mention_user,0.0,en
51074,ga ikutannn,0.0,tl
51075,malah makin ngakak emoji_face_with_tears_of_joy emoji_loudly_crying_face,0.0,tl
51077,mbaaa emoji_loudly_crying_face,0.0,so
51078,mba gua cowo woyy emoji_loudly_crying_face,0.0,so
51081,mention_user ngapain emoji_loudly_crying_face emoji_loudly_crying_face,0.0,tl
51083,mention_user capeee emoji_loudly_crying_face,0.0,ro
51084,mbaaa emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,so
51085,kak emoji_loudly_crying_face,0.0,sw
51087,kakkk emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,fi
51088,mention_user yes sirr emoji_loudly_crying_face emoji_loudly_crying_face,0.0,tr
51089,ka komenanmu emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,fi
51090,heh emoji_loudly_crying_face,0.0,nl
51091,ga ga aku diem,0.0,lv
51093,istipar nyimas emoji_loudly_crying_face emoji_folded_hands_light_skin_tone,0.0,lt
51094,samaa aku jugaa emoji_loudly_crying_face,0.0,so
51095,mention_user anjir co emoji_loudly_crying_face,0.0,ca
51098,sama masss emoji_pleading_face emoji_pleading_face,0.0,fi
51099,haha emoji_loudly_crying_face emoji_loudly_crying_face,0.0,so
51100,mention_user rii emoji_loudly_crying_face emoji_folded_hands_light_skin_tone,0.0,et
51101,mention_user zoro s wife emoji_seedling gua ajak lu emoji_weary_face,0.0,pl
51103,sama bro emoji_loudly_crying_face,0.0,tl
51104,hehh sssuuttttt emoji_loudly_crying_face emoji_face_with_tears_of_joy,0.0,fi
51105,mention_user istri naruto emoji_fish_cake_with_swirl,0.0,hr
51106,mention_user aihearts// emoji_strawberry,0.0,en
51107,ngakak anjrt emoji_loudly_crying_face,0.0,tl
51108,ikutt kakk emoji_loudly_crying_face,0.0,fi
51111,mention_user r emoji_loudly_crying_face emoji_loudly_crying_face,0.0,cy
51112,mention_user ye lu ngakak komen nya emoji_rolling_on_the_floor_laughing,0.0,tl
51113,mention_user saa emoji_loudly_crying_face,0.0,so
51114,mention_user emoji_aquarius tolong emoji_loudly_crying_face,0.0,tl
51116,mention_user emoji_frowning_face,0.0,unknown
51117,mention_user shilvia emoji_crescent_moon,0.0,sq
51118,mention_user yaallah isuk kneh,0.0,so
51119,beuki gede ieu dosa,0.0,af
51125,nyompet ipis,0.0,tl
51126,emg bolee,0.0,af
51132,bener lagi emoji_loudly_crying_face,0.0,da
51133,nyak nyak nyuk nyak,0.0,hu
51134,udah bg udah emoji_loudly_crying_face,0.0,so
51150,lu ngapain emoji_loudly_crying_face emoji_loudly_crying_face,0.0,tl
51153,gatau alergi dompet tipis si emoji_moai,0.0,ca
51157,janji ga alergi dompet tipis emoji_loudly_crying_face,0.0,sl
51163,oh jadi lo,0.0,et
51164,lu mirip doby emoji_face_with_tears_of_joy ke 2,0.0,sk
51170,lo gadiajak emoji_loudly_crying_face,0.0,sl
51172,pake nanya,0.0,sw
51173,mirip lu mahh,0.0,et
51177,usn lo anjirrr emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,hr
51178,sk kl alu kpek,0.0,et
51179,kokk gituu,0.0,et
51180,nama nya keren,0.0,sw
51183,nama yg bgus,0.0,tl
51185,astga nama nya emoji_relieved_face emoji_folded_hands,0.0,tl
51188,mention_user ngomong asli pas sidang,0.0,tl
51190,nama lu bagus emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0.0,tl
51191,username lu,0.0,it
51192,username ny,0.0,en
51193,namanya kok gituu,0.0,tl
51194,salfok sama nama mu,0.0,tl
51196,hehh user name luu emoji_loudly_crying_face,0.0,et
51197,iya njir emoji_moai,0.0,so
51198,jgn gitu,0.0,no
51200,wkwk 2in emoji_beaming_face_with_smiling_eyes,0.0,sw
51201,mention_user e l v i emoji_nazar_amulet  .  gabole gitu emoji_tired_face emoji_tired_face,0.0,it
51203,gblh gitu,0.0,tl
51208,anakmu nanti,0.0,tl
51209,kk ngomong suka benar,0.0,tl
51210,maksud nama lo apa,0.0,tl
51214,namamu i lo emoji_moai,0.0,sw
51215,lo yang mirip dobby upsssss,0.0,tl
51216,maksud nama lu apa,0.0,et
51220,racil ngomong gimana ya,0.0,tl
51226,lah iya juga,0.0,so
51227,anj emoji_loudly_crying_face,0.0,hr
51229,aamiin makasih loh yaa emoji_beaming_face_with_smiling_eyes,0.0,so
51231,mention_user 1 luvsnvv ppaa emoji_loudly_crying_face,0.0,fi
51232,oe oe oe oe,0.0,cy
51233,nyu nyu nyuak mekmew emoji_beaming_face_with_smiling_eyes,0.0,hu
51234,au au emoji_loudly_crying_face,0.0,fr
51235,ngomong sesuai keyboard paling emoji_face_with_tears_of_joy,0.0,tl
51236,hoha hoheng hah emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,0.0,vi
51237,nminying nyanak ngini mnunkin,0.0,tl
51238,nyunyak nyunyak nyunyak nyuakkk,0.0,hu
51240,ahergii hompet hipiss emoji_relieved_face,0.0,et
51241,ngomong sprti orng,0.0,tl
51243,gabole gitu emoji_tired_face emoji_tired_face,0.0,tl
51245,astaghfirullah iyaa emoji_beaming_face_with_smiling_eyes emoji_beaming_face_with_smiling_eyes,0.0,so
51246,alergi dompet tipis emoji_beaming_face_with_smiling_eyes emoji_pensive_face,0.0,no
51250,elu mirip artis thailand yg nmanya pan that emoji_smiling_face,0.0,en
51252,anjr si shela emoji_rolling_on_the_floor_laughing,0.0,sq
51253,kan emng kak dia ga boong ko,0.0,tl
51254,smprna bgt y,0.0,sv
51256,boleh kok emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0.0,sk
51258,ikut aamiinn,0.0,et
51260,iyadeh sempurnaaa,0.0,so
51261,boleh kok emoji_beaming_face_with_smiling_eyes,0.0,sk
51262,amfun sempurna,0.0,ca
51267,gabolehh emoji_loudly_crying_face emoji_loudly_crying_face,0.0,so
51268,boleh emoji_smiling_face_with_hearts,0.0,sk
51271,mention_user haslinda mention_user gurl plsss emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,et
51275,rill banget,0.0,sv
51278,ga boleh gitu ngab emoji_moai emoji_rolling_on_the_floor_laughing,0.0,tl
51279,mention_user mention_user@  .@ mention_user mention_user emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,unknown
51280,ehhh bjiirr emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,et
51281,mention_user mention_user malika emoji_enraged_face emoji_love-you_gesture_light_skin_tone,0.0,af
51282,mention_user bjir,0.0,hr
51284,mention_user yaallah smile,0.0,so
51285,no komen yung aseliii emoji_loudly_crying_face,0.0,fi
51288,mention_user mention_user tu komen,0.0,fi
51290,mention_user 186 mention_user mention_user jan doso emoji_loudly_crying_face,0.0,sl
51291,mention_user mention_user four emoji_butterfly,0.0,en
51293,gaa boleh gituu emoji_loudly_crying_face,0.0,so
51294,hahu hoheng hihang hoheng hanas hanas hedappp emoji_loudly_crying_face,0.0,tl
51296,dia kata dia goreng pisang go reng panas ii tp gune bahasa h la emoji_slightly_smiling_face,0.0,tl
51298,adik die ke,0.0,af
51302,hahu hoheng hihang hoheng hanas hanas hedappp emoji_loudly_crying_face,0.0,tl
51303,hahu hoheng hihang hoheng hanas hanas hedappp emoji_moai,0.0,tl
51304,makanan cina,0.0,tl
51315,hoheng hak hedap,0.0,nl
51321,aamiin ya rabbal alamin,0.0,so
51323,hahu hoheng hihang hoheng hanas hanas hedappp emoji_loudly_crying_face,0.0,tl
51324,hahahahhaha akak nie win emoji_loudly_crying_face,0.0,so
51325,pastu ape motif die,0.0,fr
51326,semoga semoga,0.0,sl
51327,tahu goreng pisang goreng panas panas sedap,0.0,tl
51328,jokes ngn netizen je jgn ambik srs emoji_cat_with_tears_of_joy,0.0,sl
51331,hahu hoheng hedap hanas hanas,0.0,tl
51334,tkut kene apa makan pisang goreng panas,0.0,tl
51337,aminkan je org gini,0.0,hr
51338,x pyh la kalu akak ni post kt reel ig tngk la comment die emoji_relieved_face emoji_face_with_tears_of_joy,0.0,tl
51339,x pyh la kalu akak ni post kt reel ig tngk la comment die emoji_relieved_face emoji_face_with_tears_of_joy,0.0,tl
51340,amin emoji_loudly_crying_face,0.0,et
51344,tgk vtt dya sblum ni,0.0,no
51345,dia mula dlu emoji_face_with_tears_of_joy,0.0,ro
51349,mcm ready je malaikul maut kt tepi tu hehehe,0.0,et
51357,heh emoji_loudly_crying_face,0.0,nl
51358,aku goreng pisang goreng panas panas sedappp emoji_loudly_crying_face,0.0,tl
51360,sempurna sangat ko bang,0.0,tl
51361,ahahah siot laa emoji_loudly_crying_face emoji_rolling_on_the_floor_laughing,0.0,so
51362,tahu goreng pisang goreng panas panas sedap emoji_loudly_crying_face emoji_loudly_crying_face siot lah,0.0,tl
51365,lucu dek,0.0,ro
51367,huhhh hang hehang hehas emoji_fire emoji_rolling_on_the_floor_laughing,0.0,tl
51370,karena nanya emoji_moai,0.0,sw
51372,karena nanya emoji_beaming_face_with_smiling_eyes emoji_moai,0.0,sw
51376,emang sala,0.0,tl
51381,nanya yang penting emoji_cross_mark yang penting nanya emoji_check_box_with_check,0.0,tl
51383,liat captionny,0.0,fr
51385,nanya yg penting emoji_cross_mark_button yang penting nanya emoji_check_box_with_check emoji_moai emoji_loudly_crying_face,0.0,tl
51387,gagal drmnnya op ny gagal jelas2 sdh bagus gt emoji_grinning_face_with_sweat,0.0,tl
51394,woii ahah emoji_loudly_crying_face,0.0,so
51402,kak gabole gt,0.0,tl
51409,ngakak emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,tl
51411,dia cuma nanya weh,0.0,sw
51412,dia cuma nanya weh,0.0,sw
51414,weh nongol emoji_beaming_face_with_smiling_eyes,0.0,cy
51422,ealahh bocah emoji_moai,0.0,so
51426,yaaaah gk salah sih emoji_moai,0.0,so
51427,wkkwkw ngakaka bjir,0.0,sw
51429,kyk nya ga gagal emoji_folded_hands,0.0,tl
51431,anda klo ngmong suka jujur emoji_moai,0.0,tl
51436,comment lawak,0.0,fr
51437,bjirr gw tau mksdnya emoji_loudly_crying_face emoji_pensive_face,0.0,sw
51444,lha iya njirr emoji_moai,0.0,so
51448,dompet tipis emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts,0.0,ca
51449,dompet tipis bang emoji_beaming_face_with_smiling_eyes,0.0,tl
51452,elegi cewe cantik,0.0,it
51453,sudaa bangg sudaaa wkkwk,0.0,so
51456,aya2 wae kang,0.0,sw
51461,bjirr wkwkwk,0.0,pl
51462,alergi dompet tipis emoji_loudly_crying_face emoji_rolling_on_the_floor_laughing,0.0,no
51463,alergi cwo dompet tipis emoji_loudly_crying_face emoji_loudly_crying_face,0.0,it
51465,ngomong aja bang ama racil emoji_loudly_crying_face,0.0,tl
51467,alergi syumbhink,0.0,tr
51470,dompet tipis dong cenah,0.0,pt
51471,dompet tipiss mass,0.0,ca
51472,alergi dompet tipis emoji_moai,0.0,no
51473,alergi dompet tipis emoji_moai,0.0,no
51475,alergi dompet tipis emoji_moai,0.0,no
51476,alergi dompet tipiss emoji_winking_face_with_tongue emoji_winking_face_with_tongue emoji_face_with_tears_of_joy,0.0,no
51478,dompet tipis,0.0,ca
51481,dompet tipis emoji_loudly_crying_face,0.0,ca
51482,alergi dompet tipis emoji_face_with_hand_over_mouth,0.0,no
51483,dompet tipiss,0.0,ca
51484,napas loo tiba manual emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0.0,tl
51485,janji gk dompet tipis emoji_face_screaming_in_fear,0.0,hr
51486,alergi dompet tipis,0.0,no
51487,dompet tipiss,0.0,ca
51488,dompet tipisss,0.0,ca
51490,gw dah nahan2 ya emoji_loudly_crying_face emoji_loudly_crying_face,0.0,so
51491,dompet emoji_moai,0.0,pt
51492,dompet tipis kan,0.0,no
51493,alergi dompet tipis emoji_moai,0.0,no
51494,dompet tipis,0.0,ca
51496,dompet tipisss emoji_moai,0.0,ca
51498,dompet tipis emoji_winking_face_with_tongue,0.0,ca
51499,alergi dompet tipiss emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,no
51500,dompet tipis well emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy,0.0,nl
51501,alergi dompet tipis emoji_moai,0.0,no
51502,alergi ciara pikmie,0.0,it
51503,alergi dompet tipis emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0.0,no
51504,dompet tifis,0.0,no
51505,domfet tifis,0.0,no
51506,dompet tipis emoji_zany_face emoji_zany_face,0.0,ca
51507,alergi dompet tipis emoji_beaming_face_with_smiling_eyes emoji_folded_hands,0.0,no
51508,alergi dompet tipis bang emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0.0,no
51509,dompet tifisssss,0.0,fr
51510,dompet tipis bro,0.0,ca
51511,bibir tipis v,0.0,lv
51512,alergi cowo dompet tipis emoji_pleading_face emoji_pleading_face emoji_pleading_face emoji_pleading_face emoji_pleading_face,0.0,it
51513,alergi dom,0.0,it
51515,alergi dompet tipis emoji_grinning_face_with_sweat,0.0,no
51516,alergi dompet tipis emoji_winking_face_with_tongue emoji_winking_face_with_tongue,0.0,no
51517,dompet tebel,0.0,nl
51518,tipis dompet emoji_beaming_face_with_smiling_eyes emoji_folded_hands,0.0,ca
51519,dompet tipis,0.0,ca
51520,janji ga dompet tipis emoji_moai,0.0,sl
51521,dompet tipis,0.0,ca
51525,masa si,0.0,tl
51527,ngakak lihat tik tok nya,0.0,tl
51537,ada nabi muhammad,0.0,so
51541,iya lu doang mah,0.0,tl
51572,keinget alergi dompet tipis,0.0,no
51573,hehe makasii ytta aja ya bang emoji_smiling_face,0.0,sw
51575,lah emang napa,0.0,tl
51576,iya makasih,0.0,so
51579,gua esse,0.0,ca
51581,oke mks,0.0,sl
51583,aamiin maksii,0.0,fi
51585,amiinn dehh,0.0,et
51587,aamiin makasi ya,0.0,so
51588,aamiin makasih,0.0,so
51590,aamin makasih,0.0,so
51591,iya dongg,0.0,tl
51593,aamiinn makasih loh ya emoji_beaming_face_with_smiling_eyes,0.0,so
51598,ih makasiiih doanyaa,0.0,so
51603,mashaallah aamiin emoji_smiling_face_with_hearts,0.0,so
51606,mksi bng aminn,0.0,et
51607,coba liat video lama dia,0.0,ca
51608,alergi ap emoji_moai,0.0,it
51609,alergi dompet tipis emoji_moai,0.0,no
51610,dompet tipis emoji_moai,0.0,ca
51611,dompet tipis,0.0,ca
51612,alergi dompet tifis emoji_moai,0.0,no
51613,dompet tipis emoji_face_with_hand_over_mouth,0.0,ca
51614,dompet tipis,0.0,ca
51615,lu ga ngerti emoji_face_with_tears_of_joy,0.0,tl
51616,nick name ny,0.0,sk
51619,mksih ya wkwk,0.0,sw
51621,makasiii loh emoji_beaming_face_with_smiling_eyes emoji_folded_hands,0.0,so
51622,ihh makasii emoji_smiling_face_with_hearts emoji_face_blowing_a_kiss,0.0,so
51626,thanks emoji_smiling_face_with_hearts,0.0,en
51629,makasii bgtt emoji_smiling_cat_with_heart-eyes emoji_smiling_cat_with_heart-eyes,0.0,tr
51630,makasii yaaa akuu tapii gaa ikutaann merekaaaaa,0.0,so
51631,yoi bro mks,0.0,sw
51632,ihh mksii yaaa,0.0,so
51635,amin emoji_moai,0.0,et
51637,aminn makasiii yahhh emoji_face_blowing_a_kiss emoji_sparkling_heart,0.0,sw
51639,aamiin mkasi,0.0,so
51640,makasih mgab,0.0,tl
51641,waduh makasih,0.0,so
51642,alergi dompet kosong emoji_flushed_face,0.0,no
51648,amin makasih,0.0,tl
51649,maacih emoji_beaming_face_with_smiling_eyes,0.0,so
51653,namanya emoji_moai emoji_thumbs_up,0.0,tl
51655,aamiinn makasih loh yaa emoji_beaming_face_with_smiling_eyes,0.0,so
51659,akwowkowk rill emoji_moai,0.0,pl
51660,knp emg bg akun ini,0.0,tl
51662,cek alergi cowok dompet tipis lia too,0.0,en
51663,mewakili mba emoji_pleading_face,0.0,sw
51670,alergi dompet tipis emoji_loudly_crying_face emoji_folded_hands,0.0,no
51672,emg boleh alergi cowok dompet tipis,0.0,nl
51676,komentar top emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts,0.0,no
51680,mbk udh mbakk emoji_loudly_crying_face emoji_loudly_crying_face,0.0,sw
51682,p mksd,0.0,sv
51684,emoji_loudly_crying_face emoji_loudly_crying_face mention_user emoji_folded_hands_light_skin_tone emoji_folded_hands_light_skin_tone emoji_folded_hands_light_skin_tone,0.0,unknown
51686,ga blh gtu,0.0,cy
51688,takut dompet tipiss,0.0,fi
51689,astaghfirullah emoji_pleading_face,0.0,et
51692,w juga emoji_loudly_crying_face,0.0,pl
51693,kak girl support girl ny mna,0.0,tr
51694,ga ngejar kok emoji_moai,0.0,sq
51696,terpaling perfect,0.0,en
51709,tauu apa,0.0,fi
51712,aok man aok,0.0,tl
51715,sngt serius kau bg emoji_moai,0.0,lt
51719,mende siak,0.0,da
51721,makasihh ikyyy kamu juga kok emoji_smiling_face_with_hearts,0.0,sw
51723,makasi lhoo,0.0,sw
51726,mksih yaa emoji_beaming_face_with_smiling_eyes emoji_beaming_face_with_smiling_eyes,0.0,so
51733,makasiii ikyy emoji_smiling_face_with_hearts,0.0,fi
51734,makasii ikyy emoji_beaming_face_with_smiling_eyes,0.0,sw
51736,mksih ka,0.0,sw
51738,makaciii kamu juga kok kak emoji_smiling_face_with_heart-eyes,0.0,sw
51739,thanks emoji_smiling_cat_with_heart-eyes,0.0,en
51740,thx ikyy u too,0.0,so
51742,makasi bang emoji_moai,0.0,tl
51743,aamiin makasih,0.0,so
51746,amin mksh,0.0,sw
51748,aamiin makasih ya,0.0,so
51749,nda ko emoji_loudly_crying_face emoji_folded_hands,0.0,tr
51752,aamiin makasi,0.0,so
51753,iya nih mksih,0.0,sw
51754,aamiin makasih loh ya emoji_beaming_face_with_smiling_eyes,0.0,so
51757,alergi dompet tipis emoji_smiling_face_with_hearts,0.0,no
51759,kan emg anjay bgt emoji_loudly_crying_face emoji_folded_hands,0.0,tl
51760,trs ngomongnya gmn njir emoji_loudly_crying_face,0.0,tl
51761,ngomong dalem hati kak,0.0,tl
51762,wkwk capee emoji_loudly_crying_face,0.0,pl
51764,au au au au emoji_smiling_face_with_hearts,0.0,cy
51765,kak aku gaoaoa emoji_slightly_smiling_face,0.0,sw
51766,nyu nya nyu nya nyuakk emoji_face_with_hand_over_mouth,0.0,sw
51767,ua ua uo ui gtu,0.0,it
51768,au au au clebeww,0.0,cy
51770,wle wle wle,0.0,cy
51771,au au au,0.0,cy
51772,bisa bisanya emoji_loudly_crying_face,0.0,tl
51775,mention_user mention_uhuyyy107 mention_user s gf emoji_sunflower mention_user mention_user,0.0,en
51776,ambo ndk sato juo emoji_loudly_crying_face emoji_folded_hands_light_skin_tone,0.0,sw
51777,nyu nyu nyuak mekmew emoji_beaming_face_with_smiling_eyes,0.0,hu
51778,nyu nyu nyuak mekmew emoji_beaming_face_with_smiling_eyes,0.0,hu
51780,nyuak emoji_face_with_tears_of_joy,0.0,sw
51781,coba nanti klo kau uda punya anak liat anak kau ngomongnya gimana emoji_relieved_face,0.0,tl
51783,ngomongnya pake idung ka,0.0,tl
51784,ekk bew gitu kak ngomong nya,0.0,tl
51785,nyuak nyuak nyuakkkkkk,0.0,hu
