Indeks,Komentar,Komentar_bersih,normal_teks,Label,Label_Validator
H-1332,PEMBANGKIT NUKLIR MELEDAK AKIBAT GEMPA BUMI DI TURKI,pembangkit nuklir meledak akibat gempa bumi di turki,pembangkit nuklir meledak akibat gempa bumi di turki,2,2
H-1333,AHLI JANTUNG INDONESIA BERBAGI CARA SEDERHANA UNTUK MENORMALKAN TEKANAN DARAH,ahli jantung indonesia berbagi cara sederhana untuk menormalkan tekanan darah,ahli jantung indonesia berbagi cara sederhana untuk menormalkan tekanan darah,2,2
H-1334,Krisdayanti Histeris Raul Lemos Menikah Lagi,krisdayanti histeris raul lemos menikah lagi,krisdayanti histeris raul lemos menikah lagi,2,2
H-1335,Video “Konspirasi Ricuhnya Papua Diduga Ulah Australia Yang Ingin Kuasai Papua Dari Indonesia”,video konspirasi ricuhnya papua diduga ulah australia yang ingin kuasai papua dari indonesia,video konspirasi ricuhnya papua diduga ulah australia yang ingin kuasai papua dari indonesia,2,2
H-1336,VIDEO “ROBOHNYA GEDUNG-GEDUNG PASCA GEMPA DI TURKEY”,video robohnya gedunggedung pasca gempa di turkey,video robohnya gedunggedung pasca gempa di turki,2,2
H-1337,TRUK DENGAN GAMBAR ANIES TERPEROSOK KE SUMUR RESAPAN,truk dengan gambar anies terperosok ke sumur resapan,truk dengan gambar anies terperosok ke sumur resapan,2,2
H-1338,TIM INASAR ( INDONESIA) sudah ada di Turki membantu pencarian para korban akibat gempa bumi,tim inasar indonesia sudah ada di turki membantu pencarian para korban akibat gempa bumi,tim inasar indonesia sudah ada di turki membantu pencarian para korban akibat gempa bumi,2,2
H-1339,Foto “spanduk tahun 2003 Warga Nahdliyin Rindu Khilafah”,foto spanduk tahun 2003 warga nahdliyin rindu khilafah,foto spanduk tahun 2003 warga nahdliyin rindu khilafah,2,2
H-1340,Jokowi Ancam Malaysia Jika Nekat Kirim Senjata ke Australia,jokowi ancam malaysia jika nekat kirim senjata ke australia,Jokowi ancam malaysia jika nekat kirim senjata ke australia,2,2
H-1341,Iis Dahlia Meninggal Dunia,iis dahlia meninggal dunia,iis dahlia meninggal dunia,2,2
H-1342,Rudal Indonesia Hancurkan Tentara dan Senjata Australia,rudal indonesia hancurkan tentara dan senjata australia,rudal indonesia hancurkan tentara dan senjata australia,2,2
H-1343,AS-Eropa Kirim Bantuan Senjata ke Malaysia,aseropa kirim bantuan senjata ke malaysia,aseropa kirim bantuan senjata ke malaysia,2,2
H-1344,Australia Korbankan Warganya dalam Perang Melawan Indonesia,australia korbankan warganya dalam perang melawan indonesia,australia korbankan warganya dalam perang melawan indonesia,2,2
H-1345,Ferdy Sambo Akan Dieksekusi Mati Pada 13 Februari 2023,ferdy sambo akan dieksekusi mati pada 13 februari 2023,ferdy sambo akan dieksekusi mati pada 13 februari 2023,2,2
H-1346,TSUNAMI DI SALAH SEBUAH RESORT TEPI PANTAI TURKI,tsunami di salah sebuah resort tepi pantai turki,tsunami di salah sebuah resort tepi pantai turki,2,2
H-1347,Pabrik Nuklir Turki terbakar #TurkeyEarthquake #turkeyearthquake2023,pabrik nuklir turki terbakar,pabrik nuklir turki terbakar,2,2
H-1348,JOKOWI INCAR BABI PANGGANG SAAT PESTA IMLEK,jokowi incar babi panggang saat pesta imlek,Jokowi incar babi panggang saat pesta imlek,2,2
H-1349,BRI Bagikan Subsidi Pengentasan Kemiskinan dari Pemerintah Rp 5 Juta,bri bagikan subsidi pengentasan kemiskinan dari pemerintah rp 5 juta,bri bagikan subsidi pengentasan kemiskinan dari pemerintah rp 5 juta,2,2
H-1350,"Pencegahan awal gejala stroke untuk penderita riwayat hipertensi, diabetes dan kolestrol",pencegahan awal gejala stroke untuk penderita riwayat hipertensi diabetes dan kolestrol,pencegahan awal gejala stroke untuk penderita riwayat hipertensi diabetes dan kolesterol,2,2
H-1351,Demo besar-besaran di Australia Mereka bawa kain Merah-Putih Dan Meneriakan nama Jokowi,demo besarbesaran di australia mereka bawa kain merahputih dan meneriakan nama jokowi,demo besarbesaran di australia mereka bawa kain merahputih dan meneriakan nama Jokowi,2,2
H-1352,"Eks Danjen kopassus sebut Buzzer Anies Mahluk Pemakan Bangkai, Tukang Fitnah Dan Adu Domba",eks danjen kopassus sebut buzzer anies mahluk pemakan bangkai tukang fitnah dan adu domba,eks danjen kopassus sebut buzzer anies mahluk pemakan bangkai tukang fitnah dan adu domba,2,2
H-1353,"Video Kapal China Masuk Natuna,TNI Siaga Tempur! TERKINI!",video kapal china masuk natunatni siaga tempur terkini,video kapal china masuk natunatni siaga tempur terkini,2,2
H-1354,Puluhan Tentara Ukraina Dikubur Sembarangan di Kuburan Masal,puluhan tentara ukraina dikubur sembarangan di kuburan masal,puluhan tentara ukraina dikubur sembarangan di kuburan masal,2,2
H-1355,Video Kehidupan di Amsterdam,video kehidupan di amsterdam,video kehidupan di amsterdam,2,2
H-1356,CHINA KETAR KETIR!!TEPAT HARI INI JOKOWI AMBIL LAHKAH BEGINI,china ketar ketirtepat hari ini jokowi ambil lahkah begini,china ketar ketirtepat hari ini Jokowi ambil lahkah begini,2,2
H-1357,Video Kemunculan Burung Garuda di Jawa Timur,video kemunculan burung garuda di jawa timur,video kemunculan burung garuda di jawa timur,2,2
H-1358,NYATA!!! Penampakan Kota Gaib Saranjana… VIDEO AMATIR NOKIA 3660 ANTARA 2003/2004,nyata penampakan kota gaib saranjana video amatir nokia 3660 antara 20032004,nyata penampakan kota gaib saranjana video amatir nokia 3660 antara 20032004,2,2
H-1359,#Tsunami menghantam pantai #Turki beberapa menit yang lalu setelah #Gempa Bumi,menghantam pantai beberapa menit yang lalu setelah bumi,menghantam pantai beberapa menit yang lalu setelah bumi,2,2
H-1360,Indonesia Siap Akhiri Perang dengan Australia,indonesia siap akhiri perang dengan australia,indonesia siap akhiri perang dengan australia,2,2
H-1361,PENCULIKAN ANAK MENGGUNAKAN MOBIL AVANZA DI MADURA,penculikan anak menggunakan mobil avanza di madura,penculikan anak menggunakan mobil avanza di madura,2,2
H-1362,"4 Februari 2023, Deklarasi tambah 1 Periode lagi ini di Hadiri Langsung Oleh Presiden RI Joko Widodo",4 februari 2023 deklarasi tambah 1 periode lagi ini di hadiri langsung oleh presiden ri joko widodo,4 februari 2023 deklarasi tambah 1 periode lagi ini di hadiri langsung oleh presiden ri joko Widodo,2,2
H-1363,Tentara Cina Sudah Masuk Indonesia Tengah Malam Secara Terang-terangan Pakai Seragam,tentara cina sudah masuk indonesia tengah malam secara terangterangan pakai seragam,tentara cina sudah masuk indonesia tengah malam secara terangterangan pakai seragam,2,2
H-1364,Video “CHINA PANIK TOTAL RIBUAN PASUKAN DIRGANTARA INDONESIA PENUHI DARATAN TIONGKOK”,video china panik total ribuan pasukan dirgantara indonesia penuhi daratan tiongkok,video china panik total ribuan pasukan dirgantara indonesia penuhi daratan tiongkok,2,2
H-1365,MINUM ES SECARA RUTIN LEBIH BERBAHAYA DARI ROKOK,minum es secara rutin lebih berbahaya dari rokok,minum es secara rutin lebih berbahaya dari rokok,2,2
H-1366,Video Tahun 1956 Telah Memprediksi Pandemi COVID-19,video tahun 1956 telah memprediksi pandemi covid19,video tahun 1956 telah memprediksi pandemi covid19,2,2
H-1367,Akun Telegram Ternak Uang,akun telegram ternak uang,akun telegram ternak uang,2,2
H-1368,KALIMANTAN TOLAK KEDATANGAN JOKOWI IKN TERANCAM Gagal SUKU DAYAK NGAMUK,kalimantan tolak kedatangan jokowi ikn terancam gagal suku dayak ngamuk,kalimantan tolak kedatangan Jokowi ikn terancam gagal suku dayak marah,2,2
H-1369,DITEMUKAN BATU BERMUATAN LISTRIK DI KONGO,ditemukan batu bermuatan listrik di kongo,ditemukan batu bermuatan listrik di kongo,2,2
H-1370,RUMAH CAK NUN DISEGEL DENSUS 88,rumah cak nun disegel densus 88,rumah cak nun disegel densus 88,2,2
H-1371,Mahfud MD Dipecat dari Menkopolhukam,mahfud md dipecat dari menkopolhukam,mahfud md dipecat dari menkopolhukam,2,2
H-1372,Ayah Ria Ricis Meninggal Januari 2023,ayah ria ricis meninggal januari 2023,ayah ria ricis meninggal januari 2023,2,2
H-1373,PETARUHKAN NYAWA DEMI NKRI!! SEKUTU SEIMAN RI KIRIMKAN RIBUAN PASUKAN ELITE KE PERBATASAN LAKUKAN INI,petaruhkan nyawa demi nkri sekutu seiman ri kirimkan ribuan pasukan elite ke perbatasan lakukan ini,petaruhkan nyawa demi nkri sekutu seiman ri kirimkan ribuan pasukan elite ke perbatasan lakukan ini,2,2
H-1374,Walikota Solo Mengeluarkan Perda Tawarkan Rp 1 Juta Bagi Warganya yang Ingin Berhenti Merokok,walikota solo mengeluarkan perda tawarkan rp 1 juta bagi warganya yang ingin berhenti merokok,walikota solo mengeluarkan perda tawarkan rp 1 juta bagi warganya yang ingin berhenti merokok,2,2
H-1375,"Link Kuesioner PT KAI Berhadiah Rp5,000,000",link kuesioner pt kai berhadiah rp5000000,tautan kuesioner pt kai berhadiah rp5000000,2,2
H-1376,Kondisi Memanas antara Suku Dayak dengan Penduduk Cina di Kalimantan,kondisi memanas antara suku dayak dengan penduduk cina di kalimantan,kondisi memanas antara suku dayak dengan penduduk cina di kalimantan,2,2
H-1377,Gunung Semeru Meletus Menelan Ratusan Nyawa,gunung semeru meletus menelan ratusan nyawa,gunung semeru meletus menelan ratusan nyawa,2,2
H-1378,Ibunda Ashanty Meninggal Januari 2023,ibunda ashanty meninggal januari 2023,ibunda ashanty meninggal januari 2023,2,2
H-1379,Ashanty Nekat Datangkan Polisi Ke Rumah Pencuri Tasnya,ashanty nekat datangkan polisi ke rumah pencuri tasnya,ashanty nekat datangkan polisi ke rumah pencuri tasnya,2,2
H-1380,"Survei Pengguna Chrome, Berhadiah Apple iphone 13 Pro",survei pengguna chrome berhadiah apple iphone 13 pro,survei pengguna chrome berhadiah apel iPhone 13 pro,2,2
H-1381,"Keputusan Final Jokowi, Ferdy Sambo Akan Segera Ditembak Mati",keputusan final jokowi ferdy sambo akan segera ditembak mati,keputusan final Jokowi ferdy sambo akan segera ditembak mati,2,2
H-1382,Foto Anak Korban Penculikan Yang Diambil Organ Tubuhnya di Depok,foto anak korban penculikan yang diambil organ tubuhnya di depok,foto anak korban penculikan yang diambil organ tubuhnya di depok,2,2
H-1383,Prabowo Bantu Jokowi Lawan Eropa,prabowo bantu jokowi lawan eropa,Prabowo bantu Jokowi lawan eropa,2,2
H-1384,Video “Viral!! Mahfud MD Bongkar Kasus Suap Dibalik Sidang Ferdy Sambo”,video viral mahfud md bongkar kasus suap dibalik sidang ferdy sambo,video viral mahfud md bongkar kasus suap dibalik sidang ferdy sambo,2,2
H-1385,REKAMAN CCTV PENCULIKAN ANAK DIBIUS DAN DIMASUKKAN KARUNG DI BEKASI,rekaman cctv penculikan anak dibius dan dimasukkan karung di bekasi,rekaman cctv penculikan anak dibius dan dimasukkan karung di bekasi,2,2
H-1386,Seseorang Bisa Mendapatkan Vaksin mRNA Dengan Memakan Daging Hewan Ternak yang Sudah Tervaksinasi mRNA,seseorang bisa mendapatkan vaksin mrna dengan memakan daging hewan ternak yang sudah tervaksinasi mrna,seseorang bisa mendapatkan vaksin mrna dengan memakan daging hewan ternak yang sudah tervaksinasi mrna,2,2
H-1387,Venna Melinda Meninggal Dunia,venna melinda meninggal dunia,venna melinda meninggal dunia,2,2
H-1388,Coach Rahmad Darmawan Memberikan Dukungan La Nyalla Mattalitti Menjadi Ketua Umum PSSI,coach rahmad darmawan memberikan dukungan la nyalla mattalitti menjadi ketua umum pssi,pelatih rahmad darmawan memberikan dukungan la nyalla mattalitti menjadi ketua umum pssi,2,2
H-1389,Video Banjir Bandang Hanyutkan Batam,video banjir bandang hanyutkan batam,video banjir bandang hanyutkan Batam,2,2
H-1390,AKUN WHATSAPP WAKIL BUPATI SUKOHARJO AGUS SANTOSA MENWARKAN PROGRAM BANTUAN,akun whatsapp wakil bupati sukoharjo agus santosa menwarkan program bantuan,akun WhatsApp wakil bupati sukoharjo agus santosa menwarkan program bantuan,2,2
H-1391,Surat Undangan Seminar Budaya Mutu Oleh Ditjen Belmawa Kemendikbudristek,surat undangan seminar budaya mutu oleh ditjen belmawa kemendikbudristek,surat undangan seminar budaya mutu oleh ditjen belmawa kemendikbudristek,2,2
H-1392,Video “TNI GEMPUR MARKAS ISRAEL DAN PASUKAN AS HINGGA BEGINI”,video tni gempur markas israel dan pasukan as hingga begini,video tni gempur markas israel dan pasukan as hingga begini,2,2
H-1393,REKRUTMEN OLEH PT PERTAMINA JANUARI 2023,rekrutmen oleh pt pertamina januari 2023,rekrutmen oleh pt pertamina januari 2023,2,2
H-1394,ATRIBUT DAN BALIHO ANIES DIBAKAR,atribut dan baliho anies dibakar,atribut dan baliho anies dibakar,2,2
H-1395,LAGA DEBUT CRISTIANO RONALDO DI AL-NASSR DISAKSIKAN HAMPIR 15 MILIAR MANUSIA DARI TAYANGAN TELEVISI,laga debut cristiano ronaldo di alnassr disaksikan hampir 15 miliar manusia dari tayangan televisi,laga debut Cristiano Ronaldo di alnassr disaksikan hampir 15 miliar manusia dari tayangan televisi,2,2
H-1396,BILL GATES AKAN MEMASUKKAN VAKSIN MRNA KE MAKANAN UNTUK MEMAKSA ORANG YANG TIDAK DIVAKSINASI,bill gates akan memasukkan vaksin mrna ke makanan untuk memaksa orang yang tidak divaksinasi,tagihan gates akan memasukkan vaksin mrna ke makanan untuk memaksa orang yang tidak divaksinasi,2,2
H-1397,STRIKER NEWCASTLE ALLAN SAINT-MAXIMIN AKAN DINATURALISASI,striker newcastle allan saintmaximin akan dinaturalisasi,striker Newcastle allan saintmaximin akan dinaturalisasi,2,2
H-1398,Sering Masturbasi Dapat Menurunkan IQ,sering masturbasi dapat menurunkan iq,sering masturbasi dapat menurunkan IQ,2,2
H-1399,KROYOK NEGERI KANGGURU45 NEGARA SAHABAT NYATAKAN BANTU RI PORAK-PORADAKAN AUSSIE DI PULAU SENGKETA,kroyok negeri kangguru45 negara sahabat nyatakan bantu ri porakporadakan aussie di pulau sengketa,kroyok negeri kangguru45 negara sahabat nyatakan bantu ri porakporadakan Australia di pulau sengketa,2,2
H-1400,Pamflet Kegiatan Penghimpunan/Penggalangan Dana Membantu Korban Bencana Alam oleh Kemensetneg,pamflet kegiatan penghimpunanpenggalangan dana membantu korban bencana alam oleh kemensetneg,pamflet kegiatan penghimpunanpenggalangan dana membantu korban bencana alam oleh kemensetneg,2,2
H-1401,Video Kericuhan antara Masyarakat Pribumi dengan Non Pribumi,video kericuhan antara masyarakat pribumi dengan non pribumi,video kericuhan antara masyarakat pribumi dengan non pribumi,2,2
H-1402,Kolonel TNI Aktif Mempertanyakan Kampanye dan Tata Cara Pencoblosan Berbahasa Mandarin,kolonel tni aktif mempertanyakan kampanye dan tata cara pencoblosan berbahasa mandarin,kolonel tni aktif mempertanyakan kampanye dan tata cara pencoblosan berbahasa mandarin,2,2
H-1403,Perubahan Tarif Transaksi BRI,perubahan tarif transaksi bri,perubahan tarif transaksi bri,2,2
H-1404,Ganjar Pranowo Dipecat dari PDIP,ganjar pranowo dipecat dari pdip,ganjar pranowo dipecat dari pdip,2,2
H-1405,Akun WhatsApp Dinas Sosial Kota Balikpapan Menawarkan Bantuan,akun whatsapp dinas sosial kota balikpapan menawarkan bantuan,akun WhatsApp dinas sosial kota balikpapan menawarkan bantuan,2,2
H-1406,"TAK TERIMA BAPAKNYA DIKATAIN FIRAU, GIBRAN LAYANGKAN 5 TUNTUTAN HUKUM !! CAK NUN LANGSNG KEJANG²",tak terima bapaknya dikatain firau gibran layangkan 5 tuntutan hukum cak nun langsng kejang2,tak terima bapaknya dikatakan firau gibran layangkan 5 tuntutan hukum cak nun langsung kejang2,2,2
H-1407,"MENCEKAM , KOTA KE DUA MALAYSIA HANCUR JADI ARANG",mencekam kota ke dua malaysia hancur jadi arang,mencekam kota ke dua malaysia hancur jadi arang,2,2
H-1408,SKEMA KEANGGOTAAN PLATFORM DIGITAL OLEH BANK INDONESIA,skema keanggotaan platform digital oleh bank indonesia,skema keanggotaan platform digital oleh bank indonesia,2,2
H-1409,Kaesang Pangarep Tolak Tawaran Partai Demokrat,kaesang pangarep tolak tawaran partai demokrat,kaesang pangarep tolak tawaran partai demokrat,2,2
H-1410,Penampakan UFO di atas Gunung Merapi 24 Januari 2023,penampakan ufo di atas gunung merapi 24 januari 2023,penampakan ufo di atas gunung merapi dua puluh empat januari 2023,2,2
H-1411,"Video “Kiamat malaysia telah tiba, TNI tancapkan merah putih di tanah malaysia”",video kiamat malaysia telah tiba tni tancapkan merah putih di tanah malaysia,video kiamat malaysia telah tiba tni tancapkan merah putih di tanah malaysia,2,2
H-1412,Ustadz Maulana Meninggal Tadi Sore Pukul 16:21 WIB,ustadz maulana meninggal tadi sore pukul 1621 wib,ustadz maulana meninggal tadi sore pukul 1621 wib,2,2
H-1413,Banten hari ini bersama Bang Anies,banten hari ini bersama bang anies,banten hari ini bersama bang anies,2,2
H-1414,"Mengamuk dan Mengigit 5 Rekan Kerjanya, Seorang Buruh Pabrik di Depok Terpaksa Dikarantina",mengamuk dan mengigit 5 rekan kerjanya seorang buruh pabrik di depok terpaksa dikarantina,mengamuk dan mengigit 5 rekan kerjanya seorang buruh pabrik di depok terpaksa dikarantina,2,2
H-1415,Yenny Wahid Resmi Jadi Cawapres Anies Baswedan,yenny wahid resmi jadi cawapres anies baswedan,yenny wahid resmi jadi cawapres anies Baswedan,2,2
H-1416,Mendagri Pecat PJ Gubernur DKI Jakarta,mendagri pecat pj gubernur dki jakarta,mendagri pecat pj gubernur dki jakarta,2,2
H-1417,China dan Iran Dukung Indonesia Menghadapi Australia,china dan iran dukung indonesia menghadapi australia,china dan iran dukung indonesia menghadapi australia,2,2
H-1418,Jokowi naik pitam usir dubes china dan malaysia dari indonesia,jokowi naik pitam usir dubes china dan malaysia dari indonesia,Jokowi naik pitam usir dubes china dan malaysia dari indonesia,2,2
H-1419,Ivan Gunawan Meninggal Dunia Terkena Serangan Jantung,ivan gunawan meninggal dunia terkena serangan jantung,Ivan gunawan meninggal dunia terkena serangan jantung,2,2
H-1420,Ferdy Sambo Teriak Ngamuk-ngamuk Diseret Eksekusi,ferdy sambo teriak ngamukngamuk diseret eksekusi,ferdy sambo teriak ngamukngamuk diseret eksekusi,2,2
H-1421,Presiden Jokowi bersih-bersih kabinet dari penghianat dengan copot 6 menteri.,presiden jokowi bersihbersih kabinet dari penghianat dengan copot 6 menteri,presiden Jokowi bersihbersih kabinet dari pengkhianat dengan copot 6 menteri,2,2
H-1422,200 Juta rakyat China akan menempati 10 proyek reklamasi,200 juta rakyat china akan menempati 10 proyek reklamasi,200 juta rakyat china akan menempati 10 proyek reklamasi,2,2
H-1423,Rekaman terakhir tenggelamnya kapal Titanic,rekaman terakhir tenggelamnya kapal titanic,rekaman terakhir tenggelamnya kapal titanic,2,2
H-1424,Broadcast Chat Lowongan Kerja Operator Produksi PT Wings Group,broadcast chat lowongan kerja operator produksi pt wings group,broadcast obrolan lowongan kerja operator produksi pt wings grup,2,2
H-1425,Azriel Hermansyah Dipaksa Menikahi Pacarnya Sarah Menzel,azriel hermansyah dipaksa menikahi pacarnya sarah menzel,azriel hermansyah dipaksa menikahi pacarnya sarah menzel,2,2
H-1426,Venna Melinda Hamil dan Mendapat Perlakuan Kasar Dari Ferry Irawan,venna melinda hamil dan mendapat perlakuan kasar dari ferry irawan,venna melinda hamil dan mendapat perlakuan kasar dari feri irawan,2,2
H-1427,Uya Kuya Hipnotis Rozy Zay dan Ibu dari Norma Risma,uya kuya hipnotis rozy zay dan ibu dari norma risma,uya kuya hipnotis rozy zay dan ibu dari norma risma,2,2
H-1428,Jokowi Tegaskan Siap Keluar Dari WTO,jokowi tegaskan siap keluar dari wto,Jokowi tegaskan siap keluar dari wto,2,2
H-1429,Terkuaknya Sifat Asli Ibu Rihanah Terhadap Norma Risma,terkuaknya sifat asli ibu rihanah terhadap norma risma,terkuaknya sifat asli ibu rihanah terhadap norma risma,2,2
H-1430,Selebaran WASPADA!! Ada Penculikan Anak-anak yang berumur 1-12 tahun dari Polda Metro Jaya,selebaran waspada ada penculikan anakanak yang berumur 112 tahun dari polda metro jaya,selebaran waspada ada penculikan anakanak yang berumur 112 tahun dari polda metro jaya,2,2
