slang,baku,index
sakitttttttt,sakit,10295
famly,keluarga,10296
mahupun,maupun,10297
siji,satu,10299
contentnya,kontennya,10300
kputusan,keputusan,10301
70k,70 ribu,10302
woeyy,woi,10303
terusno,terus,10304
anyig,anying,10305
cha,cah,10306
kelingan,teringat,10307
ageung,agung,10308
blank,kosong,10309
ngeun,ngen,10310
lont,lontong,10311
replubik,republik,10313
setngah,setengah,10314
keceriahan,keceriaan,10315
nyeeeeeee,nye,10316
ciumin,cium,10317
apakabar,apa kabar,10318
bookp,bokep,10319
activation,aktivasi,10320
minjem,meminjam,1021
jadinyaa,jadinya,1023
cantiya,cantiknya,1024
kautu,kamu,1025
meee,me,1027
kmu,kamu,1028
curioso,penasaran,1031
bahingan2,bahingan-bahingan,1032
pue,puh,1034
memknya,memeknya,1036
sosmet,sosial media,1039
lntea,lonte,1040
ajck,ajakan,1042
pelan2,pelan-pelan,1044
gift,hadiah,1045
soswit,romantis,1047
gemez,gemes,1049
vduf,video,10681
cepattttttttt,cepat,10682
maygood,semoga baik,10684
gpp,tidak apa-apa,10685
pst,pasti,10687
elitt,elit,10689
malesnya,malasnya,10690
ajagasiii,ajakan,10691
dhapus,dihapus,10692
maennn,main,10693
nyooooooooooooo,nyo,10694
siagua,siapa,10695
mz2ho,mau,10696
ktanya,katanya,10697
mngasuh,mengasuh,10700
dibeliin,dibeli,10702
sleranya,selera,10703
ngtren,tren,10704
adim,admin,10707
krna,karena,10709
anie,ani,1051
dilancarin,dilancarkan,1052
sipaling,sepalin,1053
doanyaa,doanya,1054
matter,mater,1058
emg,emang,1061
sewenana,sewenang-wenang,1062
satuu,satu,1065
ngucap,mengucap,1066
yiuu,yiu,1068
tlah,telah,1069
disgust,menjijikkan,1070
singapore,Singapura,1071
terusssss,terus,1072
gyusss,guys,1073
mother,ibu,1074
aaamiiin,amin,1075
nyaiin,nyai,1076
bermanfa,bermanfaat,1077
pegel,pegal,1078
nggagas,menggagas,1079
apasih,apa sih,1081
enakin,enak-in,1083
pakey,pakai,1084
palembangni,Palembang ini,1087
jokobi,jokowi,1088
sinin,sini,1089
surabya,Surabaya,1090
tengorokan,tenggorokan,1093
kayaaa,kayak,1095
hug,peluk,1096
ilahailallah,ilahi Allah,1098
viaaaaaaaaaaaaaaa,via,1100
silence,diam,1101
grrepe,meraba,1103
haramm,haram,1104
poinya,poin,1106
pool,kolam,1107
mukax,muka,1108
dzolimi,dzalim,1109
bagusla,baguslah,1110
cntoh,contoh,11101
superm,super,11102
brruh,bro,11103
13jt,13 juta,11105
balesnya,balasnya,11106
wakk,wak,11107
boross,boros,11108
dilirik,dilihat,11109
nguawur,ngawur,11111
salif,salaf,11113
gacorr,gacor,11115
dipelaku,dilakukan,11116
memorinya,memori,11119
otu,itu,11120
slingkuh,selingkuh,11121
dipenjerong,dipenjara,11122
yakitih,sakitin,11123
confes,mengaku,11124
tengki,terima kasih,11125
meser,memesan,11126
omongane,omongannya,11127
greja,gereja,11128
sambel,sambal,11129
sascreb,subscribe,11130
gapantes,gak pantas,11341
klo,kalau,11342
huhuhuuuuuuu,huhuhu,11343
w2nd,weekend,11344
wajiiib,wajib,11345
wkakwka,wkwkwk,11346
rendangnyo,rendangnya,11347
samo,sama,11348
happen,terjadi,11350
dipengujung,di penghujung,11351
ngegym,nge-gym,11352
ajah,saja,11353
pastry,pastri,11354
gatega,tidak tega,11355
mauw,mau,11356
jolaa,jol,11357
perfect,sempurna,11358
antr,antri,11360
guchi,guci,11361
cd,CD,11362
jlekn,jelek,11363
oil,minyak,11364
kamare,kamar,11365
krenn,keren,11366
telanj,telanjang,11367
bwah,bawah,11368
handalkuuu,handal,11370
click,klik,1111
jerq,jerk,1112
panass,panas,1113
bhw,bahwa,1114
teloransii,teloransi,1116
rakussssd,rakus,1118
suroboyoe,surabaya,1120
apps,aplikasi,1122
knpsih,kenapa sih,1123
dblng,dibilang,1125
woooooooow,wow,1129
oplasnya,oplas,1132
words,kata,1133
waduhhhhhhh,waduh,1137
jgnlah,janganlah,1139
tangkep,tangkap,11371
gaspol,gas pol,11372
jepitin,jepit,11373
bakan,bahan,11375
penalizado,penalized,11379
pelis,film,11382
sgala,segala,11383
ketmu,ketemu,11384
mndng,mendeng,11386
buuumi,bumi,11389
songgo,songo,11390
menn,men,11391
bntg,banget,11392
prodak,produk,11393
samaaku,sama aku,11394
affh,af,11395
qonthol,kontol,11396
baaaaang,bang,11397
pengerusakan,pengrusakan,11399
mencle,asal bicara,11401
ngujat,menjatuhkan,11402
loving,cinta,11403
icikbos,penis,11404
patulijar,patuli jar,11406
empuk2,empuk,11407
pulennnn,pulen,11408
gakuatttt,gak kuat,11410
hijikeun,hijaukan,11411
kerta,kertas,11412
kipasss,kipas,11415
lighting,pencahayaan,11418
korupsi2,korupsi,11419
suges,sukses,11420
ignya,instagram,11424
amazziiiing,menakjubkan,11428
langkahin,langkahi,11429
nntangin,nantangin,11461
telihat,terlihat,11462
17k,17 ribu,11463
ohw,oh,11464
snyum,senyum,11465
hhmmmm,hmm,11467
kekayaanya,kekayaannya,11468
block,blok,11469
terbahak2,terbahak-bahak,11470
merikrut,merekrut,11472
senanag,senang,11473
diwaktu,di waktu,11474
skipp,skip,11477
gundir,gundar,11479
bunyii,bunyi,11481
msbwreee,msbwree,11484
luwar,luar,11485
suroboyo,Surabaya,11487
masrakat,masyarakat,11489
sawon,sawun,11551
chaniago,caniago,11552
poooolll,pool,11553
tangkyuu,terima kasih,11554
wooyy,woi,11555
beradap,beradab,11557
bln,bulan,11558
jdiny,jadinya,11560
jiii,jii,11561
jossss,jos,11562
penyeselan,penyesalan,11564
ngrebutin,merebut,11565
kreatip,kreatif,11566
romamce,romansa,11567
eakkkk,eh,11568
ngenn,ngentot,11569
manuisa,manusia,11570
diaduin,diadu,11571
disofa,di sofa,11573
same,sama,11575
jawaaaa,jawa,11576
nangesss,nangis,11577
sigab,sigap,11578
galor,galau,11580
meanwhile,sementara,11642
sangattt,sangat,11644
mirid,murid,11646
cakepp,cakep,11647
patner,partner,11648
naha,kenapa,11650
vs,melawan,11651
nyeret,menyeret,11652
bendiri,berdiri,11653
allohumma,Allahumma,11654
montoks,montok,11655
woila,voila,11656
indahh,indah,11658
bukain,bukakan,11661
life,hidup,11662
dijelasin,dijelaskan,11664
merdekah,merdeka,11665
beruangg,beruang,11667
alphard,Alphard,11668
skeep2,skip,11670
aee,ae,1142
ultamannn,ultaman,1143
nyesel2,nyesel,1151
ramai2,ramai,1152
normal2,normal,1153
penuhh,penuh,1154
awakk,awak,1156
batlefolrt,battlefield,1157
gatauuu,gatau,1161
lidaaa,lida,1164
52thn,52 tahun,1165
sinte,sintai,1166
mampusin,mampusi,1167
tandingamnya,tandingannya,1168
jiga,jika,1170
brart,berarti,11911
buuuk,buku,11912
prank2,prank,11913
dakk,tidak,11914
karna,karena,11915
apa2,apa saja,11916
grak,gerak,11917
wkawkawka,wakakaka,11918
jatahhh,jatuh,11919
neuh,neh,11920
0ft,of,11924
hdeh,hedeh,11925
direkomendasiin,direkomendasikan,11926
hrusss,harus,11927
diapartemen,di apartemen,11928
mnng,mungkin,11931
fiscal,fiskal,11932
gakedengerran,gak kedengeran,11934
activity,aktivitas,11936
tembusa,tembus,11938
diexploatasi,dieksploitasi,11939
iyadeh,iya deh,11940
banglades,Bangladesh,1171
paiton,Paiton,1173
embarrassed,malu,1174
subscrube,subscribe,1175
anjiirr,anjir,1176
iklanya,iklan,1177
donng,dong,1181
gadibolehin,gak dibolehin,1182
nyicipin,mencicipi,1183
blak2an,blak-blakan,1185
apikkk,apik,1187
semangatt,semangat,1188
kontenye,konten,1189
ngomenin,ngomongin,1190
dsna,di sana,1192
adaada,ada-ada,1193
kontennn,konten,1194
sssuuttttt,suuut,1195
makmurnya,makmur,1196
abisnya,abis,1197
more,lebih,1199
president01,presiden01,1200
oranggg2,orang,12031
tolakplayingvictim,tolak playing victim,12032
abiezzz,habis,12033
ngolah,mengolah,12035
fikk,fik,12037
tunggu2,tunggu,12038
cucu2nya,cucunya,12041
mngkn,mungkin,12043
bejirr,bejir,12045
pejuanganya,pejuangannya,12046
vertical,vertikal,12048
ngevidion,nge-video,12050
pastj,pasti,12051
bnci,benci,12054
bible,bibel,12055
lagh,lagu,12056
jelazzzs,jelas,12057
protest,protes,12058
sj,saja,12059
kenapagua,kenapa kamu,12060
macm,macam,12151
anjinggg,anjing,12152
susuya,susu,12153
pakkara,pakar,12154
gnian,kenyataan,12155
diorr,dior,12156
beress,beres,12157
mpreg,hamil,12159
nembe,nanti,12160
pangkalanbun,pangkalan bun,12161
ncrut,muncrat,12164
timdak,tidak,12165
klarif,klarifikasi,12166
iq,IQ,12170
bukk,buka,12171
eyelash,bulu mata,12172
tatapanx,tatapan,12173
gaze,tatapan,12174
terkahir,terakhir,12177
gasss,gas,12178
hatiinye,hatinya,12180
gemash,gemas,12181
hayau,hayu,12182
mulott,mulut,12183
ramaein,ramai-ramai,12185
anjeeng,anjing,12186
ngejar,mengejar,12187
sekola,sekolah,12188
menujy,menuju,12189
angell,angel,12190
norekny,noreknya,12192
suapaya,supaya,12196
astagfiruwlahh,astaghfirullah,12197
jahad,jahat,12199
amitt,amit,12201
diekspor,dieksport,12202
ketemuuuu,ketemu,12207
maluin,malu-maluin,12208
aesthetic,estetika,12209
menyaama,menyamakan,12452
dilanjutin,dilanjutkan,12453
wellll,well,12454
pebyyy,peby,12458
ketemuin,ketemukan,12462
passport,paspor,12463
diolahragai,dilahragakan,12464
jancokkkkk,jancok,12466
membandingan,membandingkan,12468
maai,maaf,12469
teripeli,terpenuhi,12471
ummah,ummat,12472
iselamm,islam,12474
ngasihh,memberi,12475
lihin,lihat,12476
refrensi,referensi,12477
yok2,yuk,12480
emba,embah,12481
pahlawak,pahlawan,12482
astaqfirullah,astaghfirullah,12485
nononk,nonok,12488
lwan,lawan,12489
disekolah,di sekolah,12490
spong,mengisap,12491
dongs,dong,12492
sholehach,sholeh,12493
gesperr,gesper,12494
bruttt,brut,12495
tah4n,tahan,12497
takooottnyee,takutnya,12498
annu,anu,12499
palagi,apalagi,12500
elit2,elit,12501
jrg,jarang,12502
refferensinya,referensinya,12503
hamq,hama,12504
spnjang,sepanjang,12505
princess,putri,12506
takutt,takut,12508
lwak,lewak,12509
disini,di sini,12510
haahhaha,hahaha,12511
cwok,cowok,12512
amannya,aman,12513
kntl,kontol,12514
uchihac,uchiha,12515
makkk,mak,12517
amit2,amit-amit,12518
kmnne,kemana,12520
wahh,wah,12522
wasweswos,was-was,12523
ulti,ultimate,12524
otennya,oten,12527
saperti,seperti,12528
rmhnya,ramunya,12529
and,dan,12531
penghinaaan,penghinaan,12532
tebak2an,tebakan,12533
ngeweknya,ngewe,12534
nil,nol,12536
sesehatnya,sehat,12537
yan,yang,1232
nergri,negeri,1233
east,timur,1234
turumu,tidur mu,1235
smua,semua,1236
panjaluu,panjalu,1237
dijerman,di Jerman,1239
yakkk,ya,1240
menjatuh,menjatuhkan,1243
ngehujattt,ngehujat,1244
contonya,contohnya,1245
manopo,manapun,1246
nahaaaaan,nah,1249
ra77,ra,1250
bekase,bekas,1251
plembg,pelambang,1252
1jam,1 jam,1255
lngsg,langsung,1256
tlol,tolol,1257
grow,tumbuh,1258
keganggu,terganggu,1259
dasare,dasar,1260
nyanyiin,nyanyikan,12662
wanjir,anjir,12663
danish,Danish,12664
ngetan,ke timur,12668
tanjungbalai,Tanjungbalai,12669
light,cahaya,12670
kahn,kan,12671
toked,toket,12672
hehhe,hehe,12675
subscrb,subscribe,12677
pedessss,pedas,12678
ngedoain,mendoakan,12680
amattttt,amat,12681
bebarti,berarti,12684
llu,lu,12685
itamnya,hitamnya,12686
ingatin,ingatkan,12687
bomb,bom,12688
trail,jalur,12689
volcanik,volkanik,12690
noh,loh,12841
skng,sekarang,12842
nyiptain,menciptakan,12843
sayyidina,sayidina,12844
cpe,capek,12845
alamakkk,alamak,12848
pantessan,pantas,12849
kagugu,kagum,12852
rawe,rawan,12853
masyaallahhhh,masya Allah,12854
kecott,kecot,12855
bilike,bilik,12856
guakan,guyakan,12857
heart,hati,12858
segila2nya,segila-gilanya,12860
nonjolin,nonjol,12861
bareskrimpolri,bareskrim polri,12862
abang2,abang-abang,12863
mmbnunh,membunuh,12864
tehhh,teh,12865
kamwuw,kamu,12866
dong0,bodoh,12867
emanggg,emang,12870
geuliss,gulis,1262
okeh,oke,1264
cantick,cantik,1266
wasn,was,1267
adaaaa,ada,1268
ambyarrrrrrrrr,ambyar,1269
hargain,harga,1272
anjirt,anjir,1274
sby,Surabaya,1276
kuto,kota,1277
lgii,lagi,1278
eggk,enggak,1280
durasiiiii,durasi,1282
majoriti,mayoritas,1283
ngeti,ngerti,1284
lanjutkenn,lanjutkan,1286
kakwoaakwkwkwkw,kakak,1287
everybody,semua orang,1288
kalie,kali,1289
kejelekanbaru,kejelekan baru,1290
amnjinc,amin,12871
uwes,sudah,12872
warlok,warga lokal,12873
knapa,kenapa,12876
shren,siren,12878
jni,ini,12881
timurmerdeka,timur merdeka,12882
postif,positif,12883
feelings,perasaan,12886
kesebar,tersebar,12887
dibasahin,dibasahi,12888
13x,13 kali,12889
mahaooo,maha,12891
bjirt,bajir,12893
skali,sekali,12895
pakaiian,pakaian,12896
monopoly,monopoli,12898
chananya,cahaya,12899
critanya,ceritanya,12901
telant,telat,12902
kakass,kakak,12903
pelec3han,pelecehan,12905
sring,sering,12909
ddengarnya,dengarnya,12911
ngitungnya,menghitungnya,12912
pakelah,pakailah,12913
masihh,masih,12915
dheaa,dhea,12918
anejn,aneh,12921
ajadeh,aja deh,12922
pobia,phobia,12923
njink,anjing,12924
cpt,cepat,12930
tervukti,terbukti,12932
ppilipina,filipina,12933
tajem,tajam,12935
public,publik,12936
imuy,imut,12937
kcil,kecil,12938
ngragass,ngeragas,12943
siapaa,siapa,12944
bapee,baper,12945
diperlihatkn,diperlihatkan,12949
sedihan,sedih,12950
mauuuuu,mau,12951
ornag,orang,12952
dibiasain,dibiasakan,12953
personality,kepribadian,12954
bayarr,bayar,12956
cepet,cepat,12958
hpmu,hp-mu,12959
njalok,nyalok,12960
kemanain,kemana,12961
teima,terima,12963
mancep,mencep,12964
choli,cali,12965
sikatlo,sikatlah,12966
brazzer,buzzer,12968
jhono,jono,12969
buangettt,banget,12970
benefitnya,manfaatnya,12971
boooyyy,boy,12972
bagemana,bagaimana,12973
mukin,mungkin,12974
bawah2,bawah-bawah,12976
ngehujatt,ngehujat,12977
ngakunya,mengaku,12978
gaadda,tidak ada,12979
mbrojol,muncul,12983
selesain,selesaikan,12984
pernk,pernah,12985
segalo,segala,12986
opokihh,opok,12987
jmbt,jambat,12988
ksihan,kasihan,12989
yapit,yap,12990
gimannnnnnaaaaa,gimana,12991
pikirany,pikirannya,12992
becahaya,bercahaya,12993
katawain,katakan,12996
crappy,jelek,12999
edaan,edan,13000
mblegedessss,mblegedes,13001
17x,17 kali,13002
issu,isu,13003
olaraga,olahraga,13007
mudah2,mudah-mudahan,13010
mbape,mbappe,13012
p3menang,pemenang,13016
lots,banyak,13017
bolahnya,bolehnya,13018
days,hari,13019
saboh,sahabat,13020
ininiin,ini,13022
beruubahh,berubah,13023
bgamana,bagaimana,13024
kebalikanya,kebalikannya,13026
nauzubillaahhhh,nauzubillah,13029
kurangg,kurang,13030
ngku2,ngaku,13035
raja4,raja,13036
benerrr,benar,13037
ibuny,ibunya,13038
mooooo,mau,13039
places,tempat,13040
gorilla,gorila,13041
diamah,diam,13043
allahhh,Allah,13044
cabe2an,cabe-cabean,13045
ortuu,ortu,13047
issac,Isaac,13048
yaallahhhh,Ya Allah,13050
flm,film,13112
segabut,segar,13113
cokkkk,coklat,13114
mukaaa,muka,13116
cyumbhing,sumbing,13117
tokets,toket,13118
salahsatunya,salah satunya,13120
jajanin,jajanan,13121
ngiluu,ngilu,13122
skni,sekarang,13123
semongkooo,semangka,13125
kudacuki,kuda cuki,13126
yaang,yang,13127
jaberderr,jaberder,13128
guard,penjaga,13130
wowkwkwkwm,wow,13132
truth,kebenaran,13134
powernya,dayanya,13136
discroll,gulir,13137
womans,wanita,13140
hedoon,hedon,13141
cylops,siklop,13143
peduliin,pedulikan,13144
success,sukses,13145
keban,blokir,13146
tduran,tiduran,13148
ngelecehin,melecehkan,13149
logic,logika,13150
nglonte,melacur,13151
abanggnya,abangnya,13152
doan,doang,13153
kuhh,ku,13155
memmk,memek,13157
affinis,afinitas,13158
kurang2in,kurang-kurangin,13160
sediri,sendiri,13161
skrng,sekarang,13162
jm,jam,13163
emeng,emang,13164
law,hukum,13165
ngwenya,ngewe,13167
sabdanya,sabda,13168
anyutin,hanyut,13169
kesekolah,ke sekolah,13170
rnyata,nyata,13321
dongo,dungu,13323
nora,norak,13324
uwaw,wow,13325
cntikk,cantik,13326
terimaan,terima,13327
indonesianya,bahasa Indonesianya,13328
salken,salam,13329
osgall,asal,13330
aseekk,asik,13331
gnteng,ganteng,13333
netizannya,netizen,13335
teroooooooooos,terus,13336
dawgh,dog,13337
mambuat,membuat,13340
babap,baba,13341
hedappp,hebat,13343
kapanjalu,kapan,13344
ngrs,nggak,13346
rain,hujan,13347
ngelakuin,melakukan,13348
boskuh506,bosku,13349
ngidek,ngide,13350
inihttps,ini https,1321
partny,partinya,1322
nentu,tentu,1324
ngerebutin,merebut,1326
busett,buset,1327
suuup,sup,1328
tlnjng,tolong,1329
bolong2,bolong-bolong,1330
oknuk,ok,1331
menganggu,mengganggu,1333
ajiggggg,anjing,1334
deleted,dihapus,1335
rosak,rusak,1336
dblg,double,1341
robbuka,rob buka,1342
thales,Thales,1343
tulgak,tulga,1345
shre,share,1349
tasbi,tasbih,1350
muuuuuaach,muaach,13621
yuukk,yuk,13626
pantesss,pantes,13627
buatt,buat,13628
rilek,relaks,13634
tamaat,tamat,13635
passive,pasif,13637
mengupload,mengunggah,13638
ngw,ngewe,13639
ngencrit,muncrat,13640
omaigaaattt,omg,13641
dluar,di luar,13643
dluan,duluan,13645
ngetik,mengetik,13647
sbagian,sebagian,13649
ngunduh,mengunduh,13832
pemandangaaaaan,pemandangan,13834
bercandaa,bercanda,13835
naik2in,naik-naikin,13841
bahgia,bahagia,13842
dibuah,dibuat,13843
massyaallahh,masya Allah,13847
nggatel,gatal,13848
ngerjar2,mengejar,13850
jerseh,jersey,13851
malin2,malin-malin,13853
hufttt,huft,13854
orngg,orang,13855
ct,CT,13857
melakuin,melakukan,13858
die,mati,13861
haaaaaaa,haa,13862
vh,v,13863
bilake,bilang,13864
adrenaline,adrenalin,13865
25jt,25 juta,13867
makmak,mak-mak,13869
salahh,salah,13871
dipencarian,di pencarian,13876
idihh,idih,13877
tunjukn,tunjukkan,13878
selingkuhin,selingkuhi,13879
sepongeble,responsible,13882
dbuang,dibuang,13883
matane,matanya,13885
ngana,kamu,1382
cieeeee,cie,1385
sesnsitif,sensitif,1386
anyibggggg,anjing,1387
ciyeeeee,ciye,1389
jd,jadi,1390
bnjir,banjir,1393
ready,siap,1396
ingt,ingat,1397
eluu,kamu,1398
pnggungg,penggung,1399
part,bagian,1400
metuek,metuk,1402
ujung2kna,ujung-ujungnya,1404
liatnye,lihatnya,1405
ibaye,ibunya,1406
kumainin,kumain,1407
ngmgin,ngomongin,1408
gantenggggg,ganteng,1409
handeh,handai,1410
yap,ya,14281
nyeselin,menyesal,14284
lock,kunci,14285
menertawai,menertawakan,14286
ketagih,ketagihan,14289
tryta,ternyata,14292
anjeeeeng,anjing,14293
opoo,apa,14294
jowo,jawa,14295
lupaaan,lupa,14297
muuuach,ciuman,14298
2hri,dua hari,14299
bangey,banget,14300
ss,screenshot,14302
kemenanganya,kemenangannya,14303
git,gitu,14306
bling2,bling-bling,1411
react,reaksi,1413
meming,memang,1415
kelassss,kelas,1418
enthralling,menarik,1424
micrphone,mikrofon,1426
lngsung,langsung,1428
filsuff,filsafat,1429
menjelakan,menjelaskan,1430
tebala,tebal,1431
ngecatcalling,menggoda,1432
mngacaukan,mengacaukan,1434
cukuplah,cukup,1435
vapor,uap,1436
bayang2in,bayangkan,1437
kebawah,ke bawah,1438
setipa,setiap,1439
raikan,rayakan,14461
mnurutku,menurutku,14462
cekin,cek in,14463
bnyqk,banyak,14464
sntun,sentuh,14465
bersyukuurrrr,bersyukur,14466
sabaran,sabar,14467
sgt,sangat,14468
req,request,14472
ytub,youtube,14473
liatny,lihatnya,14474
bewlawkang,belakang,14475
nentuin,menentukan,14476
horror,horor,14477
saunaaaa,sauna,14480
ddk,duduk,14482
omahmu,rumahmu,14483
gpapa,gak papa,14484
indragone,indragona,14486
surgaa,surga,14487
isuk,pagi,14489
affiliate,afiliasi,14490
tomboll,tombol,14521
ademu,adem,14523
raji,rajin,14525
ajakak,ajak,14526
berdiriiiii,berdiri,14528
setaaannnnn,setan,14529
njiirr,anjir,14530
sampe2,sampai,14533
gingga,hingga,14536
enggas,enggan,14537
aiii,ai,14539
sendri,sendiri,14541
ternyataa,ternyata,14543
kedenger,kedengar,14544
mhn,mohon,14546
istipar,istirahat,14547
nont9n,nonton,14551
8juta,8 juta,14553
menumukan,menemukan,14556
sndiri2,sendiri-sendiri,14559
gelayy,gelay,14561
haauuss,haus,14562
sumpaa,sumpah,14564
dielokne,dielok,14566
corbuzier,Corbuzier,14567
aleldul,aleldu,14568
hhahah,hahaha,14569
membrikan,memberikan,14574
29jt,29 juta,14575
panasss,panas,14577
ngmngnya,ngomongnya,14578
ajakk,ajak,14579
mita,minta,1442
diuoload,diunggah,1443
pelecahan,pelecehan,1445
maju2,maju,1446
kputsan,keputusan,1447
turuunn,turun,1449
benr,benar,1450
yutubnya,YouTube-nya,1456
subrekkk,subscribe,1457
kakk,kak,1460
kebruntungan,keberuntungan,1463
konen,komen,1465
brow,bro,1466
video2nya,video-nya,1470
sbenarnya,sebenarnya,1472
rendng,rendang,1474
pikirin,pikirkan,1475
gaah,gah,1476
gengs,geng,1477
ditungu,ditunggu,1479
puaaas,puas,1480
bolehh,boleh,1482
anjayyyyy,anjay,1483
ngsi,ngisi,1484
scroll,gulir,1485
ikih,iki,1486
sectionnya,bagian,1488
trlalu,terlalu,1490
bereset,reset,1491
tahaannn,tahan,1492
apapun,apa pun,1493
ngent00t,ngentot,1494
gntug,gantug,1495
cengelmu,cengilmu,1496
aesear,aesar,1497
lawaknya,lawak,1498
dicariin,dicari,1499
berkurangnya,berkurang,1500
negera,negara,15212
mnuju,menuju,15213
nanggepin,menanggapi,15214
kulitvkek,kulit keke,15215
emanf,emang,15216
diicip,dicicip,15219
sestgh,setengah,15220
peringatin,peringati,15222
gal,gak,15224
bngtttttt,banget,15225
999999999999999999999999999999999999999999999999999999999999999999999999999999999kayak,kayak,15226
dipenjarakan,dipenjara,15227
melihatttnya,melihatnya,15228
macem,macam,15229
siiiiii,sii,15231
